dataset,sample.id,size,expr,time
65,McGill0106,39028,binsegRcpp,20177576
65,McGill0106,39028,FLOPART,219561724
65,McGill0106,39028,FPOP,160881089
65,McGill0106,39028,FLOPARTNoLabel,225751084
65,McGill0106,39028,FPOP,160701386
65,McGill0106,39028,binsegRcpp,20635505
65,McGill0106,39028,FLOPARTNoLabel,230956239
65,McGill0106,39028,LOPART,6902465497
65,McGill0107,62691,FLOPARTNoLabel,384679507
65,McGill0107,62691,FLOPART,373036778
65,McGill0107,62691,binsegRcpp,33916225
65,McGill0107,62691,FPOP,291035712
65,McGill0107,62691,LOPART,13878159085
65,McGill0107,62691,binsegRcpp,35202600
65,McGill0107,62691,LOPART,13892169359
65,McGill0107,62691,binsegRcpp,30566894
65,McGill0107,62691,FLOPART,376705294
65,McGill0107,62691,LOPART,13881964705
65,McGill0107,62691,FLOPART,372208578
65,McGill0107,62691,FPOP,290543384
65,McGill0107,62691,FLOPARTNoLabel,395158533
65,McGill0107,62691,FPOP,290263477
65,McGill0107,62691,FLOPARTNoLabel,390539637
65,McGill0322,61721,binsegRcpp,31549623
65,McGill0322,61721,binsegRcpp,31352126
65,McGill0322,61721,FLOPART,358228152
65,McGill0322,61721,LOPART,18957488816
65,McGill0322,61721,FLOPART,368217310
65,McGill0322,61721,FPOP,278455108
65,McGill0322,61721,FLOPARTNoLabel,379359921
65,McGill0322,61721,FLOPARTNoLabel,391422900
65,McGill0322,61721,LOPART,19016630660
65,McGill0322,61721,FPOP,279837464
65,McGill0322,61721,FLOPART,365758253
65,McGill0322,61721,LOPART,18952053077
65,McGill0322,61721,binsegRcpp,31465368
65,McGill0322,61721,FLOPARTNoLabel,378910971
65,McGill0322,61721,FPOP,277962534
66,McGill0001,13904,FPOP,68525760
66,McGill0001,13904,FLOPART,83501543
66,McGill0001,13904,FLOPARTNoLabel,91896088
66,McGill0001,13904,FLOPART,83156323
66,McGill0001,13904,FLOPARTNoLabel,91524341
66,McGill0001,13904,binsegRcpp,5168050
66,McGill0001,13904,LOPART,619532632
66,McGill0001,13904,FLOPARTNoLabel,92420314
66,McGill0001,13904,LOPART,615247107
66,McGill0001,13904,binsegRcpp,5970461
66,McGill0001,13904,LOPART,615982893
66,McGill0001,13904,FLOPART,87035702
66,McGill0001,13904,FPOP,68349870
66,McGill0001,13904,binsegRcpp,5697770
66,McGill0001,13904,FPOP,68310469
66,McGill0002,14442,LOPART,547145861
66,McGill0002,14442,binsegRcpp,6736464
66,McGill0002,14442,binsegRcpp,5810274
66,McGill0002,14442,LOPART,546694082
66,McGill0002,14442,FLOPARTNoLabel,97463068
66,McGill0002,14442,FLOPARTNoLabel,99251447
66,McGill0002,14442,FPOP,74522379
66,McGill0002,14442,FLOPART,94430011
66,McGill0002,14442,LOPART,558870467
66,McGill0002,14442,FPOP,74845213
66,McGill0002,14442,FLOPART,91143000
66,McGill0002,14442,FPOP,74569857
66,McGill0002,14442,FLOPART,94365641
66,McGill0002,14442,binsegRcpp,5461364
66,McGill0002,14442,FLOPARTNoLabel,98163348
66,McGill0004,9311,FLOPARTNoLabel,56233550
66,McGill0004,9311,FLOPARTNoLabel,55960490
66,McGill0004,9311,FPOP,40891555
66,McGill0004,9311,binsegRcpp,4489377
66,McGill0004,9311,FPOP,40902092
66,McGill0004,9311,FLOPART,56384676
66,McGill0004,9311,FLOPARTNoLabel,55929494
66,McGill0004,9311,LOPART,402851609
66,McGill0004,9311,binsegRcpp,4528491
66,McGill0004,9311,LOPART,403044268
66,McGill0004,9311,binsegRcpp,4393232
66,McGill0004,9311,LOPART,404336301
66,McGill0004,9311,FLOPART,56963432
66,McGill0004,9311,FPOP,40885446
66,McGill0004,9311,FLOPART,52886023
66,McGill0005,10432,binsegRcpp,4766496
66,McGill0005,10432,FLOPARTNoLabel,64236914
66,McGill0005,10432,FPOP,47824983
66,McGill0005,10432,binsegRcpp,5713883
66,McGill0005,10432,FLOPART,64221047
66,McGill0005,10432,LOPART,427818887
66,McGill0005,10432,FLOPART,59316709
66,McGill0005,10432,FPOP,47847533
66,McGill0005,10432,LOPART,427960911
66,McGill0005,10432,LOPART,432095146
66,McGill0005,10432,FLOPART,63400268
66,McGill0005,10432,FLOPARTNoLabel,63997802
66,McGill0005,10432,FPOP,47841014
66,McGill0005,10432,binsegRcpp,4618855
66,McGill0005,10432,FLOPARTNoLabel,67724907
66,McGill0006,9421,FPOP,40192997
66,McGill0006,9421,FLOPART,53003857
66,McGill0006,9421,LOPART,389276468
66,McGill0006,9421,FLOPARTNoLabel,57298935
66,McGill0006,9421,binsegRcpp,5863123
66,McGill0006,9421,FLOPARTNoLabel,59225935
66,McGill0006,9421,LOPART,389224439
66,McGill0006,9421,FLOPART,53457973
66,McGill0006,9421,FPOP,40091071
66,McGill0006,9421,FLOPARTNoLabel,59090963
66,McGill0006,9421,FLOPART,52658596
66,McGill0006,9421,FPOP,40028710
66,McGill0006,9421,binsegRcpp,5374813
66,McGill0006,9421,LOPART,389053469
66,McGill0006,9421,binsegRcpp,6209614
66,McGill0007,8178,FPOP,34499245
66,McGill0007,8178,binsegRcpp,3790942
66,McGill0007,8178,LOPART,348069008
66,McGill0007,8178,FLOPARTNoLabel,48812591
66,McGill0007,8178,FLOPARTNoLabel,48316163
66,McGill0007,8178,LOPART,351952897
66,McGill0007,8178,FPOP,35233719
66,McGill0007,8178,LOPART,347073528
66,McGill0007,8178,FLOPART,53557767
66,McGill0007,8178,binsegRcpp,3744079
66,McGill0007,8178,FPOP,35131014
66,McGill0007,8178,binsegRcpp,4116687
66,McGill0007,8178,FLOPART,46702280
66,McGill0007,8178,FLOPART,49517504
66,McGill0007,8178,FLOPARTNoLabel,48866178
66,McGill0008,8737,FLOPART,50134718
66,McGill0008,8737,FLOPARTNoLabel,54139639
66,McGill0008,8737,binsegRcpp,5476288
66,McGill0008,8737,LOPART,342558075
66,McGill0008,8737,FPOP,39733879
66,McGill0008,8737,LOPART,349175393
66,McGill0008,8737,FLOPARTNoLabel,58202124
66,McGill0008,8737,LOPART,342130896
66,McGill0008,8737,FPOP,39053361
66,McGill0008,8737,FLOPART,49957762
66,McGill0008,8737,FLOPART,53095451
66,McGill0008,8737,binsegRcpp,4021444
66,McGill0008,8737,binsegRcpp,3738954
66,McGill0008,8737,FPOP,38824335
66,McGill0008,8737,FLOPARTNoLabel,53422385
66,McGill0009,9051,FLOPART,51640074
66,McGill0009,9051,binsegRcpp,4294012
66,McGill0009,9051,FLOPART,51327080
66,McGill0009,9051,LOPART,364448426
66,McGill0009,9051,FLOPARTNoLabel,58975220
66,McGill0009,9051,binsegRcpp,4297333
66,McGill0009,9051,LOPART,362007696
66,McGill0009,9051,LOPART,364698075
66,McGill0009,9051,FPOP,40892621
66,McGill0009,9051,binsegRcpp,4354200
66,McGill0009,9051,FPOP,40767858
66,McGill0009,9051,FLOPARTNoLabel,55321218
66,McGill0009,9051,FLOPART,54810276
66,McGill0009,9051,FLOPARTNoLabel,54728440
66,McGill0009,9051,FPOP,40554863
66,McGill0010,8589,FLOPART,49624678
66,McGill0010,8589,LOPART,358989399
66,McGill0010,8589,binsegRcpp,4688637
66,McGill0010,8589,binsegRcpp,3962609
66,McGill0010,8589,FLOPART,50518847
66,McGill0010,8589,FLOPART,53139895
66,McGill0010,8589,binsegRcpp,4057893
66,McGill0010,8589,FPOP,37789454
66,McGill0010,8589,LOPART,359515429
66,McGill0010,8589,FLOPARTNoLabel,52571963
66,McGill0010,8589,FPOP,37834472
66,McGill0010,8589,FPOP,37918399
66,McGill0010,8589,FLOPARTNoLabel,55499486
66,McGill0010,8589,FLOPARTNoLabel,52124489
66,McGill0010,8589,LOPART,360140925
66,McGill0011,7638,FLOPARTNoLabel,45695689
66,McGill0011,7638,FLOPART,42527824
66,McGill0011,7638,FPOP,32641576
66,McGill0011,7638,FPOP,32590613
66,McGill0011,7638,binsegRcpp,3905701
66,McGill0011,7638,FPOP,32637025
66,McGill0011,7638,LOPART,282894875
66,McGill0011,7638,LOPART,280643975
66,McGill0011,7638,binsegRcpp,4266173
66,McGill0011,7638,FLOPARTNoLabel,49831154
66,McGill0011,7638,LOPART,281572953
66,McGill0011,7638,FLOPART,43123800
66,McGill0011,7638,FLOPART,156926762
66,McGill0011,7638,FLOPARTNoLabel,45717296
66,McGill0011,7638,binsegRcpp,3795042
66,McGill0024,6997,FLOPART,38033117
66,McGill0024,6997,LOPART,235708713
66,McGill0024,6997,FLOPART,37975307
66,McGill0024,6997,FPOP,27079270
66,McGill0024,6997,binsegRcpp,4807906
66,McGill0024,6997,FLOPARTNoLabel,44279180
66,McGill0024,6997,LOPART,245562612
66,McGill0024,6997,LOPART,235937698
66,McGill0024,6997,FLOPARTNoLabel,40094925
66,McGill0024,6997,binsegRcpp,3896230
66,McGill0024,6997,binsegRcpp,3483073
66,McGill0024,6997,FPOP,27148191
66,McGill0024,6997,FPOP,27467212
66,McGill0024,6997,FLOPART,38270097
66,McGill0024,6997,FLOPARTNoLabel,43322527
66,McGill0025,13416,FLOPARTNoLabel,84783121
66,McGill0025,13416,binsegRcpp,6744787
66,McGill0025,13416,LOPART,702733317
66,McGill0025,13416,binsegRcpp,7819438
66,McGill0025,13416,LOPART,703225809
66,McGill0025,13416,FPOP,65021367
66,McGill0025,13416,FPOP,64653925
66,McGill0025,13416,FLOPARTNoLabel,88724574
66,McGill0025,13416,FLOPART,79514785
66,McGill0025,13416,LOPART,701802699
66,McGill0025,13416,FLOPARTNoLabel,84574062
66,McGill0025,13416,FPOP,64916243
66,McGill0025,13416,binsegRcpp,6024745
66,McGill0025,13416,FLOPART,82720001
66,McGill0025,13416,FLOPART,79434630
66,McGill0026,7254,binsegRcpp,4068922
66,McGill0026,7254,FPOP,30388749
66,McGill0026,7254,FPOP,30163700
66,McGill0026,7254,LOPART,268792515
66,McGill0026,7254,binsegRcpp,4048832
66,McGill0026,7254,FLOPARTNoLabel,42928353
66,McGill0026,7254,FLOPART,40394635
66,McGill0026,7254,FLOPART,44186889
66,McGill0026,7254,FLOPART,40340433
66,McGill0026,7254,FPOP,30364231
66,McGill0026,7254,FLOPARTNoLabel,42875217
66,McGill0026,7254,LOPART,265340520
66,McGill0026,7254,binsegRcpp,4167363
66,McGill0026,7254,LOPART,269343596
66,McGill0026,7254,FLOPARTNoLabel,47415762
66,McGill0027,9936,binsegRcpp,5299742
66,McGill0027,9936,LOPART,437697796
66,McGill0027,9936,binsegRcpp,5413271
66,McGill0027,9936,FLOPART,56210467
66,McGill0027,9936,FLOPARTNoLabel,64998448
66,McGill0027,9936,LOPART,437008094
66,McGill0027,9936,FLOPART,55965984
66,McGill0027,9936,FLOPARTNoLabel,58617577
66,McGill0027,9936,LOPART,434507135
66,McGill0027,9936,FPOP,42304743
66,McGill0027,9936,FLOPARTNoLabel,58392569
66,McGill0027,9936,FPOP,42197036
66,McGill0027,9936,FLOPART,59144345
66,McGill0027,9936,binsegRcpp,5096669
66,McGill0027,9936,FPOP,42231517
66,McGill0028,9520,binsegRcpp,5040253
66,McGill0028,9520,FLOPARTNoLabel,58120985
66,McGill0028,9520,LOPART,422148259
66,McGill0028,9520,LOPART,419713105
66,McGill0028,9520,FPOP,42854635
66,McGill0028,9520,binsegRcpp,4670351
66,McGill0028,9520,LOPART,419349517
66,McGill0028,9520,FPOP,43004121
66,McGill0028,9520,binsegRcpp,4614632
66,McGill0028,9520,FLOPART,60008379
66,McGill0028,9520,FLOPARTNoLabel,57862562
66,McGill0028,9520,FLOPART,54941394
66,McGill0028,9520,FPOP,42565667
66,McGill0028,9520,FLOPART,58060551
66,McGill0028,9520,FLOPARTNoLabel,57974820
66,McGill0029,13300,FPOP,65006197
66,McGill0029,13300,FLOPART,80929039
66,McGill0029,13300,LOPART,688415338
66,McGill0029,13300,FPOP,65054249
66,McGill0029,13300,LOPART,691061396
66,McGill0029,13300,binsegRcpp,5563331
66,McGill0029,13300,LOPART,682434340
66,McGill0029,13300,binsegRcpp,8199180
66,McGill0029,13300,FLOPARTNoLabel,88426914
66,McGill0029,13300,FLOPART,82879204
66,McGill0029,13300,FLOPARTNoLabel,84613135
66,McGill0029,13300,binsegRcpp,5587972
66,McGill0029,13300,FLOPART,84736996
66,McGill0029,13300,FLOPARTNoLabel,84366233
66,McGill0029,13300,FPOP,64681395
66,McGill0058,7169,LOPART,168117220
66,McGill0058,7169,FPOP,30757954
66,McGill0058,7169,FLOPART,39003259
66,McGill0058,7169,FLOPART,39240444
66,McGill0058,7169,LOPART,168457110
66,McGill0058,7169,FLOPARTNoLabel,48730755
66,McGill0058,7169,FPOP,30673658
66,McGill0058,7169,FLOPARTNoLabel,43339665
66,McGill0058,7169,binsegRcpp,2957658
66,McGill0058,7169,binsegRcpp,2966514
66,McGill0058,7169,FLOPARTNoLabel,43457745
66,McGill0058,7169,FPOP,30918305
66,McGill0058,7169,LOPART,168424884
66,McGill0058,7169,binsegRcpp,3343345
66,McGill0058,7169,FLOPART,43122119
66,McGill0059,11460,LOPART,483523988
66,McGill0059,11460,FPOP,54444269
66,McGill0059,11460,binsegRcpp,5708184
66,McGill0059,11460,LOPART,485602155
66,McGill0059,11460,FLOPARTNoLabel,73415953
66,McGill0059,11460,FLOPART,73635385
66,McGill0059,11460,binsegRcpp,4960221
66,McGill0059,11460,FLOPARTNoLabel,71732083
66,McGill0059,11460,FLOPART,73012431
66,McGill0059,11460,FPOP,54126027
66,McGill0059,11460,LOPART,485276615
66,McGill0059,11460,binsegRcpp,4557150
66,McGill0059,11460,FLOPARTNoLabel,71893787
66,McGill0059,11460,FLOPART,72799518
66,McGill0059,11460,FPOP,54462514
66,McGill0079,9178,FLOPART,62427215
66,McGill0079,9178,FLOPART,63103264
66,McGill0079,9178,FPOP,47878775
66,McGill0079,9178,LOPART,136045913
66,McGill0079,9178,FLOPARTNoLabel,66042472
66,McGill0079,9178,LOPART,135484992
66,McGill0079,9178,FLOPART,62429265
66,McGill0079,9178,FLOPARTNoLabel,65436000
66,McGill0079,9178,binsegRcpp,3277622
66,McGill0079,9178,FPOP,48438302
66,McGill0079,9178,FLOPARTNoLabel,62112827
66,McGill0079,9178,FPOP,48110835
66,McGill0079,9178,binsegRcpp,4245796
66,McGill0079,9178,LOPART,135628656
66,McGill0079,9178,binsegRcpp,3661874
66,McGill0091,9692,binsegRcpp,4062280
66,McGill0091,9692,LOPART,347221579
66,McGill0091,9692,LOPART,350188995
66,McGill0091,9692,FLOPART,56914396
66,McGill0091,9692,FLOPART,57051500
66,McGill0091,9692,FLOPARTNoLabel,62665835
66,McGill0091,9692,FPOP,42783951
66,McGill0091,9692,FLOPARTNoLabel,59471443
66,McGill0091,9692,binsegRcpp,3907382
66,McGill0091,9692,FPOP,42998053
66,McGill0091,9692,FLOPARTNoLabel,62579817
66,McGill0091,9692,binsegRcpp,3912384
66,McGill0091,9692,FPOP,42917119
66,McGill0091,9692,FLOPART,56320962
66,McGill0091,9692,LOPART,343715136
66,McGill0095,10259,FLOPART,62644638
66,McGill0095,10259,LOPART,430130918
66,McGill0095,10259,binsegRcpp,5680222
66,McGill0095,10259,FPOP,49536651
66,McGill0095,10259,FPOP,48761054
66,McGill0095,10259,FLOPARTNoLabel,70704008
66,McGill0095,10259,FLOPART,62876657
66,McGill0095,10259,binsegRcpp,5475017
66,McGill0095,10259,FLOPART,65787780
66,McGill0095,10259,binsegRcpp,4296349
66,McGill0095,10259,LOPART,435835904
66,McGill0095,10259,FLOPARTNoLabel,66078019
66,McGill0095,10259,LOPART,436583744
66,McGill0095,10259,FPOP,49612050
66,McGill0095,10259,FLOPARTNoLabel,70357804
66,McGill0101,6981,LOPART,134947482
66,McGill0101,6981,FLOPART,40354045
66,McGill0101,6981,binsegRcpp,2737652
66,McGill0101,6981,FLOPART,39828712
66,McGill0101,6981,FLOPARTNoLabel,46728028
66,McGill0101,6981,FLOPARTNoLabel,43362051
66,McGill0101,6981,FPOP,31874630
66,McGill0101,6981,FLOPART,40191193
66,McGill0101,6981,binsegRcpp,3942478
66,McGill0101,6981,FPOP,31707514
66,McGill0101,6981,LOPART,135107136
66,McGill0101,6981,FPOP,32340308
66,McGill0101,6981,binsegRcpp,3922552
66,McGill0101,6981,LOPART,134721080
66,McGill0101,6981,FLOPARTNoLabel,47593702
66,McGill0102,9982,FPOP,46536640
66,McGill0102,9982,FPOP,46905886
66,McGill0102,9982,FLOPARTNoLabel,63706456
66,McGill0102,9982,FLOPART,59321219
66,McGill0102,9982,LOPART,398906794
66,McGill0102,9982,FLOPART,57457277
66,McGill0102,9982,FLOPARTNoLabel,62178263
66,McGill0102,9982,FPOP,46510810
66,McGill0102,9982,FLOPARTNoLabel,65660229
66,McGill0102,9982,LOPART,387516502
66,McGill0102,9982,FLOPART,57770066
66,McGill0102,9982,binsegRcpp,7552774
66,McGill0102,9982,LOPART,388039211
66,McGill0102,9982,binsegRcpp,4318817
66,McGill0102,9982,binsegRcpp,3996352
66,McGill0104,8306,FLOPART,49173063
66,McGill0104,8306,FLOPARTNoLabel,52887745
66,McGill0104,8306,LOPART,231583006
66,McGill0104,8306,FPOP,39267750
66,McGill0104,8306,binsegRcpp,3367043
66,McGill0104,8306,FLOPARTNoLabel,55851020
66,McGill0104,8306,FPOP,38787599
66,McGill0104,8306,FLOPARTNoLabel,52188367
66,McGill0104,8306,LOPART,231515520
66,McGill0104,8306,FLOPART,51919202
66,McGill0104,8306,FPOP,39063652
66,McGill0104,8306,LOPART,232382342
66,McGill0104,8306,binsegRcpp,3386190
66,McGill0104,8306,FLOPART,48561630
66,McGill0104,8306,binsegRcpp,4253053
66,McGill0106,7834,FLOPARTNoLabel,47101989
66,McGill0106,7834,LOPART,265226089
66,McGill0106,7834,FLOPART,43530233
66,McGill0106,7834,binsegRcpp,3463721
66,McGill0106,7834,binsegRcpp,3352037
66,McGill0106,7834,FPOP,34171573
66,McGill0106,7834,FLOPART,46745084
66,McGill0106,7834,LOPART,265045771
66,McGill0106,7834,binsegRcpp,3711935
66,McGill0106,7834,FLOPARTNoLabel,46975586
66,McGill0106,7834,FLOPART,46511917
66,McGill0106,7834,LOPART,269151839
66,McGill0106,7834,FPOP,34354351
66,McGill0106,7834,FPOP,34024014
66,McGill0106,7834,FLOPARTNoLabel,47085138
66,McGill0107,12343,FLOPART,73968510
66,McGill0107,12343,binsegRcpp,5137628
66,McGill0107,12343,FLOPARTNoLabel,81586228
66,McGill0107,12343,FPOP,58948857
66,McGill0107,12343,LOPART,581038798
66,McGill0107,12343,FLOPARTNoLabel,78276134
66,McGill0107,12343,FLOPART,76867292
66,McGill0107,12343,FLOPART,73481348
66,McGill0107,12343,FLOPARTNoLabel,80242986
66,McGill0107,12343,FPOP,58967758
66,McGill0107,12343,binsegRcpp,4796836
66,McGill0107,12343,LOPART,579592810
66,McGill0107,12343,binsegRcpp,5306507
66,McGill0107,12343,FPOP,59456191
66,McGill0107,12343,LOPART,578841813
66,McGill0322,11294,FPOP,52559991
66,McGill0322,11294,FLOPARTNoLabel,69749364
66,McGill0322,11294,FLOPART,67574314
66,McGill0322,11294,FLOPART,63852375
66,McGill0322,11294,FLOPART,67430773
66,McGill0322,11294,binsegRcpp,4662602
66,McGill0322,11294,LOPART,489219995
66,McGill0322,11294,FPOP,53577816
66,McGill0322,11294,LOPART,495495455
66,McGill0322,11294,LOPART,491825135
66,McGill0322,11294,FLOPARTNoLabel,70271171
66,McGill0322,11294,FPOP,52233262
66,McGill0322,11294,binsegRcpp,4683102
66,McGill0322,11294,binsegRcpp,4497167
66,McGill0322,11294,FLOPARTNoLabel,73071635
67,McGill0001,6801,FLOPARTNoLabel,43176895
67,McGill0001,6801,FPOP,31501325
67,McGill0001,6801,FPOP,31421785
67,McGill0001,6801,FLOPART,40809801
67,McGill0001,6801,FLOPARTNoLabel,47035446
67,McGill0001,6801,LOPART,190242952
67,McGill0001,6801,binsegRcpp,2997879
67,McGill0001,6801,binsegRcpp,2963193
67,McGill0001,6801,FPOP,31561103
67,McGill0001,6801,binsegRcpp,2767336
67,McGill0001,6801,LOPART,187030479
67,McGill0001,6801,FLOPART,40576634
67,McGill0001,6801,FLOPART,39189153
67,McGill0001,6801,LOPART,187230682
67,McGill0001,6801,FLOPARTNoLabel,47171771
67,McGill0002,5984,binsegRcpp,2490422
67,McGill0002,5984,LOPART,147476836
67,McGill0002,5984,FLOPARTNoLabel,38262020
67,McGill0002,5984,FPOP,28037030
67,McGill0002,5984,LOPART,152182037
67,McGill0002,5984,FPOP,28358962
67,McGill0002,5984,FLOPART,35421868
67,McGill0002,5984,FLOPART,38788501
67,McGill0002,5984,FPOP,28023910
67,McGill0002,5984,FLOPART,35335317
67,McGill0002,5984,binsegRcpp,2381813
67,McGill0002,5984,FLOPARTNoLabel,37693678
67,McGill0002,5984,binsegRcpp,2347004
67,McGill0002,5984,FLOPARTNoLabel,37881376
67,McGill0002,5984,LOPART,147418944
67,McGill0004,7911,LOPART,174928755
67,McGill0004,7911,FLOPART,46901007
67,McGill0004,7911,binsegRcpp,3012188
67,McGill0004,7911,binsegRcpp,2837897
67,McGill0004,7911,LOPART,177482112
67,McGill0004,7911,FLOPARTNoLabel,52988523
67,McGill0004,7911,FLOPART,50247755
67,McGill0004,7911,FPOP,38287604
67,McGill0004,7911,FLOPARTNoLabel,50694327
67,McGill0004,7911,binsegRcpp,3100584
67,McGill0004,7911,FPOP,38247506
67,McGill0004,7911,FLOPART,50671121
67,McGill0004,7911,LOPART,174677015
67,McGill0004,7911,FPOP,38415032
67,McGill0004,7911,FLOPARTNoLabel,50676656
67,McGill0005,13067,FLOPART,83644920
67,McGill0005,13067,FLOPART,87547710
67,McGill0005,13067,LOPART,383693785
67,McGill0005,13067,binsegRcpp,4522751
67,McGill0005,13067,FLOPARTNoLabel,89047080
67,McGill0005,13067,FPOP,70463666
67,McGill0005,13067,FPOP,70458582
67,McGill0005,13067,FLOPARTNoLabel,92062097
67,McGill0005,13067,FLOPART,86322712
67,McGill0005,13067,FLOPARTNoLabel,88632324
67,McGill0005,13067,binsegRcpp,4443293
67,McGill0005,13067,binsegRcpp,4279334
67,McGill0005,13067,LOPART,381731197
67,McGill0005,13067,FPOP,70735250
67,McGill0005,13067,LOPART,381812090
67,McGill0006,6538,LOPART,136561980
67,McGill0006,6538,FLOPARTNoLabel,40214891
67,McGill0006,6538,FLOPART,36803732
67,McGill0006,6538,binsegRcpp,3006653
67,McGill0006,6538,FLOPART,40347608
67,McGill0006,6538,binsegRcpp,2801120
67,McGill0006,6538,FPOP,29087327
67,McGill0006,6538,LOPART,140581128
67,McGill0006,6538,FLOPART,36763265
67,McGill0006,6538,FLOPARTNoLabel,40123256
67,McGill0006,6538,LOPART,139508568
67,McGill0006,6538,FPOP,29204710
67,McGill0006,6538,binsegRcpp,2891484
67,McGill0006,6538,FPOP,28831282
67,McGill0006,6538,FLOPARTNoLabel,43709116
67,McGill0007,7774,FLOPARTNoLabel,49964445
67,McGill0007,7774,FLOPART,46460790
67,McGill0007,7774,LOPART,170162997
67,McGill0007,7774,FLOPARTNoLabel,53935828
67,McGill0007,7774,FLOPART,45905937
67,McGill0007,7774,FPOP,37064041
67,McGill0007,7774,binsegRcpp,3059830
67,McGill0007,7774,FLOPARTNoLabel,49751081
67,McGill0007,7774,FPOP,40443507
67,McGill0007,7774,LOPART,390628771
67,McGill0007,7774,FPOP,37273879
67,McGill0007,7774,FLOPART,45795319
67,McGill0007,7774,LOPART,172996179
67,McGill0007,7774,binsegRcpp,3160649
67,McGill0007,7774,binsegRcpp,3061183
67,McGill0008,11684,LOPART,308669033
67,McGill0008,11684,FLOPARTNoLabel,78913274
67,McGill0008,11684,LOPART,309402687
67,McGill0008,11684,binsegRcpp,4440341
67,McGill0008,11684,FPOP,63190471
67,McGill0008,11684,binsegRcpp,4111439
67,McGill0008,11684,FPOP,62892606
67,McGill0008,11684,FLOPARTNoLabel,82818893
67,McGill0008,11684,FLOPARTNoLabel,78774448
67,McGill0008,11684,LOPART,308449888
67,McGill0008,11684,FLOPART,77949692
67,McGill0008,11684,FLOPART,74111887
67,McGill0008,11684,FLOPART,77509393
67,McGill0008,11684,binsegRcpp,4076958
67,McGill0008,11684,FPOP,62841520
67,McGill0009,11230,binsegRcpp,3941494
67,McGill0009,11230,LOPART,294627476
67,McGill0009,11230,LOPART,294476104
67,McGill0009,11230,FLOPART,70026934
67,McGill0009,11230,FPOP,59034219
67,McGill0009,11230,binsegRcpp,3901232
67,McGill0009,11230,FLOPART,73742559
67,McGill0009,11230,LOPART,295793926
67,McGill0009,11230,FPOP,59346803
67,McGill0009,11230,FLOPARTNoLabel,74934060
67,McGill0009,11230,binsegRcpp,3887702
67,McGill0009,11230,FLOPARTNoLabel,77987576
67,McGill0009,11230,FLOPARTNoLabel,74746239
67,McGill0009,11230,FLOPART,72487754
67,McGill0009,11230,FPOP,59175792
67,McGill0010,7449,FLOPARTNoLabel,48172704
67,McGill0010,7449,FLOPART,43653602
67,McGill0010,7449,FLOPARTNoLabel,51238930
67,McGill0010,7449,FLOPARTNoLabel,47560697
67,McGill0010,7449,FPOP,35917476
67,McGill0010,7449,FLOPART,43793535
67,McGill0010,7449,binsegRcpp,2912681
67,McGill0010,7449,LOPART,158544089
67,McGill0010,7449,FLOPART,51204244
67,McGill0010,7449,LOPART,155720747
67,McGill0010,7449,binsegRcpp,2861513
67,McGill0010,7449,binsegRcpp,2819570
67,McGill0010,7449,LOPART,155704757
67,McGill0010,7449,FPOP,36239162
67,McGill0010,7449,FPOP,35949169
67,McGill0011,9514,LOPART,239793133
67,McGill0011,9514,LOPART,238553047
67,McGill0011,9514,FLOPARTNoLabel,64397388
67,McGill0011,9514,LOPART,237634729
67,McGill0011,9514,FPOP,48949203
67,McGill0011,9514,binsegRcpp,3830220
67,McGill0011,9514,FLOPART,62887604
67,McGill0011,9514,FPOP,48617513
67,McGill0011,9514,FLOPARTNoLabel,62334760
67,McGill0011,9514,FLOPART,58502859
67,McGill0011,9514,FLOPARTNoLabel,65828821
67,McGill0011,9514,binsegRcpp,3420466
67,McGill0011,9514,FPOP,48458392
67,McGill0011,9514,binsegRcpp,3426288
67,McGill0011,9514,FLOPART,58465303
67,McGill0024,8795,FPOP,41005494
67,McGill0024,8795,FLOPART,50576944
67,McGill0024,8795,binsegRcpp,3398941
67,McGill0024,8795,FLOPARTNoLabel,55704240
67,McGill0024,8795,LOPART,197402044
67,McGill0024,8795,FPOP,41167239
67,McGill0024,8795,binsegRcpp,4291429
67,McGill0024,8795,FPOP,40977819
67,McGill0024,8795,binsegRcpp,3813369
67,McGill0024,8795,FLOPARTNoLabel,58581825
67,McGill0024,8795,FLOPARTNoLabel,54967429
67,McGill0024,8795,FLOPART,53313284
67,McGill0024,8795,LOPART,198150499
67,McGill0024,8795,LOPART,197359363
67,McGill0024,8795,FLOPART,50922205
67,McGill0025,10539,FLOPARTNoLabel,68686152
67,McGill0025,10539,FLOPART,65170607
67,McGill0025,10539,binsegRcpp,3637315
67,McGill0025,10539,FLOPART,61510373
67,McGill0025,10539,FLOPARTNoLabel,71834665
67,McGill0025,10539,FLOPART,61598687
67,McGill0025,10539,LOPART,295363262
67,McGill0025,10539,binsegRcpp,4119475
67,McGill0025,10539,LOPART,294966341
67,McGill0025,10539,FPOP,53445919
67,McGill0025,10539,LOPART,293774389
67,McGill0025,10539,FLOPARTNoLabel,72326993
67,McGill0025,10539,FPOP,53234933
67,McGill0025,10539,binsegRcpp,3809023
67,McGill0025,10539,FPOP,52938298
67,McGill0026,6127,FLOPARTNoLabel,38648896
67,McGill0026,6127,FPOP,27981516
67,McGill0026,6127,FLOPARTNoLabel,39352169
67,McGill0026,6127,binsegRcpp,4047397
67,McGill0026,6127,binsegRcpp,2911369
67,McGill0026,6127,FLOPART,37010208
